id,artistName,leadStreams,feats,tracks,oneBillion,houndredMillions,lastUpdated,Songs
360,Maiara & Maraisa,3531976169,4423329,156,0,12,08/10/2022 00:00:00,
361,Steve Aoki,3527393369,1343266,437,0,6,07/31/2022 00:00:00,
362,Lil Mosey,3517585999,463313203,50,1,5,07/31/2022 00:00:00,
363,Marc Anthony,3504819748,14222939,197,0,8,09/08/2022 00:00:00,
364,H.E.R.,3476314834,3118921754,102,0,8,07/31/2022 00:00:00,
365,Nelly,3464996085,62804762,211,0,9,09/15/2022 00:00:00,
366,Charli XCX,3464311470,0,219,0,8,09/17/2022 00:00:00,
367,Pablo Alborán,3437809914,47313864,173,0,8,09/16/2022 00:00:00,
368,2 Chainz,3429709034,5081836495,409,0,7,07/31/2022 00:00:00,
369,Train,3423789545,0,185,1,8,07/31/2022 00:00:00,
370,Passenger,3415074486,184240949,233,1,2,07/31/2022 00:00:00,
371,Lukas Graham,3410790500,3924285642,66,1,4,07/31/2022 00:00:00,
372,Mark Ronson,3400585305,98804484,151,1,4,07/31/2022 00:00:00,
373,CNCO,3399584158,102139066,89,0,7,09/19/2022 00:00:00,
374,Foster The People,3393389914,25567335,96,1,7,07/31/2022 00:00:00,
375,Calum Scott,3392200109,0,84,0,6,07/31/2022 00:00:00,
376,Dire Straits,3390427781,85729842,107,0,5,09/19/2022 00:00:00,
377,Alec Benjamin,3389530976,2245144528,46,1,8,08/26/2022 00:00:00,
378,Daniel Caesar,3387218135,3009354038,37,0,8,07/31/2022 00:00:00,
379,Bee Gees,3383127730,29797048,470,0,6,08/27/2022 00:00:00,
380,Tate McRae,3371616079,2028969469,53,0,8,09/10/2022 00:00:00,
381,Bryan Adams,3365887458,739286985,394,0,8,09/10/2022 00:00:00,
382,Summer Walker,3363193393,517135427,91,0,9,09/11/2022 00:00:00,
383,Trey Songz,3357005694,1295854047,268,0,7,09/16/2022 00:00:00,
384,Bob Dylan,3352960099,498204068,1308,0,6,09/13/2022 00:00:00,
385,Grupo Firme,3348434531,503968381,205,0,8,07/31/2022 00:00:00,
386,Armin van Buuren,3340463682,673800705,2051,0,4,08/21/2022 00:00:00,
387,Rels B,3327775726,1884183028,107,0,5,07/31/2022 00:00:00,
388,Boyce Avenue,3287510482,6192858304,450,0,3,09/20/2022 00:00:00,
389,Pentatonix,3285741959,4265483,201,0,2,09/12/2022 00:00:00,
390,Ski Mask The Slump God,3276018075,302858918,73,0,7,09/19/2022 00:00:00,
391,R3HAB,3274814964,540870550,336,0,4,07/31/2022 00:00:00,
392,LANY,3270335409,2141323366,86,0,8,08/17/2022 00:00:00,
393,Tainy,3255357184,5360562962,44,1,5,09/06/2022 00:00:00,
394,PARTYNEXTDOOR,3243038851,0,80,0,9,07/31/2022 00:00:00,
395,La Arrolladora Banda El Limón De Rene Camacho,3236920653,0,332,0,5,08/21/2022 00:00:00,
396,James Blunt,3226977012,231077825,172,0,6,07/31/2022 00:00:00,
397,The Police,3222974290,352247735,122,1,7,09/16/2022 00:00:00,
398,Cage The Elephant,3219794411,301358086,109,0,6,08/14/2022 00:00:00,
399,Fetty Wap,3217362515,1097279258,138,0,7,08/06/2022 00:00:00,
400,Jeremy Zucker,3215507829,163740766,96,0,8,07/31/2022 00:00:00,
401,Dean Lewis,3212555492,63757921,48,1,6,07/31/2022 00:00:00,
402,John Williams,3211135011,247574441,2410,0,2,07/31/2022 00:00:00,
403,Bibi Blocksberg,3207503226,43371022,5203,0,0,07/08/2022 00:00:00,
405,Outkast,3196044035,119832137,222,0,6,07/31/2022 00:00:00,
406,Becky Hill,3194644880,396587742,195,0,10,09/16/2022 00:00:00,
407,Sam Hunt,3189888914,2403169234,61,0,8,07/31/2022 00:00:00,
408,Sigala,3182931037,77042747,118,0,9,07/31/2022 00:00:00,
409,Carlos Vives,3181877775,1957856299,276,0,6,07/31/2022 00:00:00,
410,Jhené Aiko,3178645401,521301528,114,0,7,09/19/2022 00:00:00,
411,Rudimental,3160482589,997641,208,0,6,07/31/2022 00:00:00,
412,ScHoolboy Q,3147481533,1656164329,89,0,8,07/31/2022 00:00:00,
413,Marvin Gaye,3143836699,709421106,750,0,7,07/31/2022 00:00:00,
414,Offset,3141568579,156055221,53,1,7,09/15/2022 00:00:00,
415,Stray Kids,3120244998,544047899,169,0,5,09/19/2022 00:00:00,
416,Sam Feldt,3107699941,174098397,173,0,6,07/31/2022 00:00:00,
417,Iron Maiden,3103589124,5232238,426,0,7,09/19/2022 00:00:00,
418,Zac Brown Band,3100596570,39496270,141,0,7,07/31/2022 00:00:00,
419,Jax Jones,3080700501,6402079,89,0,12,07/31/2022 00:00:00,
420,ILLENIUM,3076454009,4905865217,218,0,4,07/31/2022 00:00:00,
421,Joan Sebastian,3063649523,39660958,506,0,8,07/31/2022 00:00:00,
422,Hillsong Worship,3062386056,699574957,847,0,4,07/31/2022 00:00:00,
423,Kali Uchis,3055543671,873635526,67,0,4,09/20/2022 00:00:00,
424,Skillet,3050996601,1335247,195,0,7,09/01/2022 00:00:00,
425,Juanes,3046714537,0,201,0,8,07/31/2022 00:00:00,
426,Blake Shelton,3044373576,18747880,203,0,9,09/07/2022 00:00:00,
427,alt-J,3025145409,146654,145,0,8,07/31/2022 00:00:00,
428,Chris Stapleton,3024791697,1117326282,60,0,9,08/01/2022 00:00:00,
429,Lil Yachty,3023049234,0,190,0,6,07/31/2022 00:00:00,
430,Quavo,3022133428,62540256,85,0,8,09/14/2022 00:00:00,
431,Los Ángeles Azules,3020957267,876355276,303,0,6,08/15/2022 00:00:00,
432,NLE Choppa,3018674271,1134,125,0,5,08/25/2022 00:00:00,
433,Feid,3009497561,436178161,146,0,5,09/16/2022 00:00:00,
434,Journey,3008391718,3853999824,278,1,5,09/17/2022 00:00:00,
435,The Vamps,3006139960,194535961,148,0,8,07/31/2022 00:00:00,
436,BROCKHAMPTON,3002168774,0,113,0,5,07/31/2022 00:00:00,
437,Soda Stereo,3000230369,4310489285,198,0,5,09/18/2022 00:00:00,
438,The Black Keys,2995726401,1036388958,199,0,5,09/03/2022 00:00:00,
439,Liam Payne,2990601102,937757024,51,0,8,09/19/2022 00:00:00,
440,Mike Posner,2987016135,5692666319,183,1,4,08/26/2022 00:00:00,
441,Weezer,2970962554,606712238,271,0,4,08/24/2022 00:00:00,
442,Korn,2968839699,1690872391,293,0,5,09/05/2022 00:00:00,
443,El Alfa,2966087446,3762124,193,0,9,09/16/2022 00:00:00,
444,Tim McGraw,2964965833,1427914798,318,0,7,08/11/2022 00:00:00,
445,Madison Beer,2958196752,231488539,54,0,11,09/19/2022 00:00:00,
446,Imanbek,2957190912,138810390,65,1,5,09/08/2022 00:00:00,
447,Rise Against,2955084542,543326342,185,0,5,09/04/2022 00:00:00,
448,The Doors,2953574273,2887125495,724,0,7,09/11/2022 00:00:00,
449,Maren Morris,2940819852,24281620,68,1,6,07/31/2022 00:00:00,
450,Mau y Ricky,2936936952,1808585763,66,0,6,07/31/2022 00:00:00,
451,Bon Iver,2928247210,0,50,0,7,07/31/2022 00:00:00,
452,RAF Camora,2926653996,952817602,369,0,5,07/31/2022 00:00:00,
453,Lunay,2925162457,313902252,59,0,9,08/18/2022 00:00:00,
454,Maria Becerra,2921291638,1360259448,43,0,6,09/20/2022 00:00:00,
455,Carly Rae Jepsen,2921086654,0,141,0,5,09/19/2022 00:00:00,
456,Why Don't We,2917638636,378905,99,0,8,08/19/2022 00:00:00,
457,Vicente Fernández,2910574978,2478742591,865,0,4,07/31/2022 00:00:00,
458,A$AP Ferg,2903470782,0,96,0,6,09/11/2022 00:00:00,
459,Juan Gabriel,2901846633,137641031,482,0,5,07/31/2022 00:00:00,
460,JP Cooper,2895291874,939497796,144,0,4,07/31/2022 00:00:00,
461,PNL,2889660746,4423329,72,0,5,09/15/2022 00:00:00,
462,The Cure,2882831026,1343266,545,0,6,08/14/2022 00:00:00,
463,Mabel,2874150906,463313203,145,0,7,08/30/2022 00:00:00,
464,Birdy,2864553572,14222939,111,0,8,09/15/2022 00:00:00,
465,Papa Roach,2861296786,3118921754,236,0,4,07/31/2022 00:00:00,
466,MARINA,2860314714,62804762,121,0,7,09/19/2022 00:00:00,
467,Jesse & Joy,2856285668,0,124,0,11,09/20/2022 00:00:00,
468,T.I.,2848098002,47313864,440,0,6,09/19/2022 00:00:00,
469,SAINt JHN,2841651735,5081836495,55,1,3,07/31/2022 00:00:00,
470,Bradley Cooper,2832555130,0,12,1,4,09/18/2022 00:00:00,
471,Bonez MC,2815182209,184240949,166,0,5,07/31/2022 00:00:00,
472,Noah Cyrus,2813340209,3924285642,74,0,6,09/19/2022 00:00:00,
473,C. Tangana,2808496289,98804484,81,0,9,09/18/2022 00:00:00,
474,MEDUZA,2806488850,102139066,55,0,5,07/31/2022 00:00:00,
475,Ludovico Einaudi,2791367383,25567335,565,0,5,07/31/2022 00:00:00,
476,Depeche Mode,2784128682,0,709,0,3,09/08/2022 00:00:00,
477,Destiny's Child,2775187867,85729842,183,0,8,09/17/2022 00:00:00,
478,Kenny Chesney,2772827226,2245144528,277,0,3,08/10/2022 00:00:00,
479,Paul McCartney,2767237931,3009354038,918,0,5,09/14/2022 00:00:00,
480,Eric Church,2759312007,29797048,286,0,4,07/31/2022 00:00:00,
481,Dave,2749490108,2028969469,62,0,8,09/08/2022 00:00:00,
482,Eric Clapton,2747310452,739286985,698,0,6,09/15/2022 00:00:00,
483,KHEA,2743045197,517135427,81,0,9,09/18/2022 00:00:00,
484,EXO,2725969831,1295854047,309,0,6,09/19/2022 00:00:00,
485,Simon & Garfunkel,2718178664,498204068,172,0,5,09/19/2022 00:00:00,
486,TINI,2717301467,503968381,71,0,8,09/19/2022 00:00:00,
487,Norah Jones,2714788741,673800705,297,0,4,08/11/2022 00:00:00,
488,Iggy Azalea,2703950724,1884183028,108,0,6,09/08/2022 00:00:00,
489,George Michael,2703100036,6192858304,185,0,4,09/19/2022 00:00:00,
490,Jay Wheeler,2701443856,4265483,146,0,3,09/06/2022 00:00:00,
491,De La Ghetto,2695370320,302858918,158,0,7,07/31/2022 00:00:00,
492,Nacho,2692139444,540870550,151,0,8,08/26/2022 00:00:00,
493,bbno$,2691389490,2141323366,149,0,3,09/18/2022 00:00:00,
494,The Beach Boys,2687373992,5360562962,1528,0,7,08/08/2022 00:00:00,
495,The Game,2686873055,0,770,0,6,08/17/2022 00:00:00,
496,Bibi und Tina,2680606898,0,3509,0,0,06/30/2022 00:00:00,
497,Ufo361,2676667284,231077825,236,0,0,09/08/2022 00:00:00,
498,R.E.M.,2665630567,352247735,590,0,5,09/08/2022 00:00:00,
499,Aminé,2661288241,301358086,72,0,4,08/06/2022 00:00:00,
500,Normani,2658470073,1097279258,17,1,4,09/12/2022 00:00:00,
501,AJR,2649403045,163740766,86,0,5,08/18/2022 00:00:00,
502,Christina Perri,2646573107,63757921,103,1,3,08/13/2022 00:00:00,
503,X Ambassadors,2621685116,247574441,119,0,4,08/25/2022 00:00:00,
504,Breaking Benjamin,2619625553,43371022,102,0,6,07/31/2022 00:00:00,
506,"Earth, Wind & Fire",2606939541,93944725,385,1,5,08/18/2022 00:00:00,
507,Hillsong UNITED,2599812772,141413805,366,0,2,08/01/2022 00:00:00,
508,Rod Wave,2598143018,72180826,136,0,3,09/08/2022 00:00:00,
509,Nick Jonas,2588951174,56096500,95,0,8,09/20/2022 00:00:00,
510,Rich The Kid,2587583439,1860430328,166,0,4,08/29/2022 00:00:00,
511,Jimi Hendrix,2585036209,1041574,506,0,5,09/19/2022 00:00:00,
512,The Smiths,2582782853,0,143,0,6,09/13/2022 00:00:00,
513,Dermot Kennedy,2581422010,0,78,0,5,07/31/2022 00:00:00,
514,SEVENTEEN,2580817471,0,150,0,1,09/19/2022 00:00:00,
515,Milky Chance,2580709652,8400414,88,1,4,07/31/2022 00:00:00,
516,Volbeat,2579498906,0,205,0,5,07/31/2022 00:00:00,
517,TOTO,2575874146,3027807,391,1,4,08/08/2022 00:00:00,
518,Dimitri Vegas & Like Mike,2572306129,102871980,267,0,4,07/31/2022 00:00:00,
519,Sabrina Carpenter,2569519803,148923932,99,0,6,09/16/2022 00:00:00,
520,Robbie Williams,2557179105,22418993,429,0,6,09/17/2022 00:00:00,
521,Matoma,2555408299,300374829,126,0,5,07/31/2022 00:00:00,
522,Years & Years,2550829792,90524082,112,0,7,07/31/2022 00:00:00,
523,Mitski,2547259202,23137320,73,0,6,09/19/2022 00:00:00,
524,Jon Bellion,2543285648,344351614,84,0,5,07/31/2022 00:00:00,
525,The xx,2542777584,10468775,77,0,5,07/31/2022 00:00:00,
526,Van Morrison,2542234398,95529950,864,0,4,09/13/2022 00:00:00,
527,Nelly Furtado,2534235066,287364576,211,0,6,09/15/2022 00:00:00,
528,Luciano,2526245631,440387420,157,0,0,09/20/2022 00:00:00,
529,B.o.B,2525038408,1274578007,431,0,7,07/31/2022 00:00:00,
530,T-Pain,2522886931,3095732093,215,0,8,07/31/2022 00:00:00,
531,Lynyrd Skynyrd,2519169676,599968,362,0,4,09/07/2022 00:00:00,
532,Stormzy,2500482085,997592500,69,0,7,08/21/2022 00:00:00,
533,Sfera Ebbasta,2496062465,1276058719,89,0,1,08/27/2022 00:00:00,
534,Rick Ross,2491175711,4970243020,340,0,4,07/31/2022 00:00:00,
535,Cali Y El Dandee,2490592473,214013480,74,0,9,07/31/2022 00:00:00,
536,Kid Ink,2489130300,2816280604,198,0,8,07/31/2022 00:00:00,
537,Shinedown,2479535960,13718335,197,0,6,09/04/2022 00:00:00,
538,Natanael Cano,2475463509,225114570,135,0,6,09/12/2022 00:00:00,
539,Van Halen,2466995848,24281,207,0,6,09/19/2022 00:00:00,
540,Limp Bizkit,2466419030,3218081,134,0,6,08/01/2022 00:00:00,
541,The Fray,2463436621,4486342,98,0,5,07/31/2022 00:00:00,
542,Samra,2461380410,403500820,120,0,3,09/19/2022 00:00:00,
543,The Cranberries,2460868337,2725658,264,0,4,08/27/2022 00:00:00,
544,Black Sabbath,2459611513,13968959,286,0,4,09/07/2022 00:00:00,
545,All Time Low,2459397211,1585127,212,0,2,07/31/2022 00:00:00,
546,DNCE,2458758461,54841242,36,1,4,07/31/2022 00:00:00,
547,El Fantasma,2457887099,65281602,210,0,6,08/21/2022 00:00:00,
548,Damso,2448621601,761548765,95,0,1,09/15/2022 00:00:00,
549,Andy Grammer,2431629519,4962513,79,0,5,07/31/2022 00:00:00,
550,Rage Against The Machine,2430839934,0,119,0,7,08/14/2022 00:00:00,
551,Luan Santana,2430000476,247964502,214,0,4,09/19/2022 00:00:00,
552,Aitana,2428820555,19883705,74,0,7,09/19/2022 00:00:00,
553,Juan Magán,2428032283,871230826,208,0,5,07/31/2022 00:00:00,
554,KYLE,2420485330,166464714,112,0,5,07/31/2022 00:00:00,
555,Keith Urban,2416463388,380461137,205,0,6,08/21/2022 00:00:00,
556,Joel Corry,2415759211,63258648,153,0,5,07/31/2022 00:00:00,
557,Daryl Hall & John Oates,2405798697,33973,555,0,6,07/31/2022 00:00:00,
558,Sabaton,2399679054,0,313,0,2,09/15/2022 00:00:00,
559,MGMT,2396610713,1038472738,86,0,5,07/31/2022 00:00:00,
560,Kodaline,2386258538,283421137,125,0,4,09/05/2022 00:00:00,
561,Aya Nakamura,2386108307,151618177,68,0,5,09/19/2022 00:00:00,
562,Plan B,2383828013,578240022,95,0,7,07/31/2022 00:00:00,
563,Rag'n'Bone Man,2382013837,79032903,138,0,3,07/31/2022 00:00:00,
564,Shaggy,2381998464,477705428,433,0,5,07/31/2022 00:00:00,
565,Of Monsters and Men,2380280721,3318019,63,0,5,09/13/2022 00:00:00,
566,Rod Stewart,2379541913,502097842,731,0,4,08/09/2022 00:00:00,
567,The White Stripes,2377686382,0,172,1,3,08/11/2022 00:00:00,
568,Hollywood Undead,2373538882,21078180,143,0,3,08/01/2022 00:00:00,
569,Mac DeMarco,2366844862,75712651,150,0,4,09/18/2022 00:00:00,
570,Gerardo Ortiz,2362366616,564161466,257,0,3,07/31/2022 00:00:00,
571,A Day To Remember,2357711163,0,135,0,4,07/31/2022 00:00:00,
572,Quinn XCII,2350578227,155201156,85,0,5,07/31/2022 00:00:00,
573,Ice Cube,2344900860,287402247,292,0,5,07/31/2022 00:00:00,
574,Clairo,2340931623,751281514,25,0,7,07/31/2022 00:00:00,
575,Swedish House Mafia,2340727040,12820948,58,0,6,07/31/2022 00:00:00,
576,League of Legends,2340011159,1934825362,495,0,6,09/18/2022 00:00:00,
577,Eladio Carrion,2339040331,404020084,147,0,4,09/13/2022 00:00:00,
578,Lofi Fruits Music,2329999921,106066268,1010,0,0,07/31/2022 00:00:00,
579,Prince,2327965052,3281243,835,0,5,08/24/2022 00:00:00,
580,Os Barões Da Pisadinha,2325967532,571967470,160,0,6,07/31/2022 00:00:00,
581,Brytiago,2325768055,2046857334,85,0,5,09/08/2022 00:00:00,
582,Casper Magico,2324673947,194400208,95,0,5,07/31/2022 00:00:00,
583,José José,2323517374,149057243,525,0,2,07/31/2022 00:00:00,
584,Evanescence,2320082358,0,110,0,4,09/12/2022 00:00:00,
585,Sublime,2317831260,0,219,0,5,07/31/2022 00:00:00,
586,Die drei !!!,2317017983,0,3275,0,0,07/31/2022 00:00:00,
587,Tom Odell,2313290532,43963745,131,1,3,09/10/2022 00:00:00,
588,GIMS,2311019564,294623436,179,0,4,07/31/2022 00:00:00,
589,Chencho Corleone,2307620270,1850768207,21,0,6,09/11/2022 00:00:00,
590,Cigarettes After Sex,2297049191,0,30,0,6,08/30/2022 00:00:00,
591,Bryant Myers,2296987693,2211793211,102,0,5,07/31/2022 00:00:00,
592,Axwell /\ Ingrosso,2295622491,0,47,1,5,07/31/2022 00:00:00,
593,Red Velvet,2293993571,14995635,131,0,5,09/19/2022 00:00:00,
594,George Strait,2293305564,36161867,444,0,2,07/31/2022 00:00:00,
595,Carlos Rivera,2291158958,507636763,210,0,5,07/31/2022 00:00:00,
596,Carrie Underwood,2287677862,390796945,170,0,3,09/18/2022 00:00:00,
597,Enya,2281284138,342937830,145,0,4,08/10/2022 00:00:00,
598,Pedro Capó,2277124460,181475492,71,1,5,07/31/2022 00:00:00,
599,girl in red,2264464619,6043639,29,0,6,09/15/2022 00:00:00,
600,Aretha Franklin,2259373196,8960966,900,0,4,07/31/2022 00:00:00,
601,Ozzy Osbourne,2258551820,66842960,231,0,3,09/19/2022 00:00:00,
602,Scorpions,2257465297,0,345,0,5,09/05/2022 00:00:00,
603,Nas,2255035088,890352457,339,0,4,09/04/2022 00:00:00,
604,ODESZA,2251141203,128174755,170,0,4,07/31/2022 00:00:00,
605,Joyner Lucas,2250754960,146002559,87,0,6,09/11/2022 00:00:00,
607,Ali Gatie,2236769112,2270763,54,0,4,08/19/2022 00:00:00,
608,Mustard,2234505311,1986562902,74,0,4,07/31/2022 00:00:00,
609,PnB Rock,2228993718,1859997166,116,0,5,09/12/2022 00:00:00,
610,Zoé,2227159139,12125790,193,0,6,07/31/2022 00:00:00,
611,Goodboys,2225051739,5153122,44,0,4,07/31/2022 00:00:00,
612,KISS,2222550482,0,510,0,4,08/17/2022 00:00:00,
613,WALK THE MOON,2213255179,103849073,98,1,3,07/31/2022 00:00:00,
614,Danna Paola,2212142768,72725046,103,0,6,09/19/2022 00:00:00,
615,Don Diablo,2200628570,105584811,248,0,1,07/31/2022 00:00:00,
616,Jorja Smith,2195160357,465601602,81,0,4,07/31/2022 00:00:00,
617,Los Tigres Del Norte,2195087945,182374635,639,0,1,07/31/2022 00:00:00,
618,Gryffin,2193509712,482869625,146,0,6,07/31/2022 00:00:00,
619,RAYE,2192939509,575319981,95,0,4,07/31/2022 00:00:00,
620,Junior H,2190309741,300889299,104,0,5,09/12/2022 00:00:00,
621,The Smashing Pumpkins,2172954938,0,418,0,6,09/19/2022 00:00:00,
622,Sum 41,2172099956,7414337,128,0,5,07/31/2022 00:00:00,
623,Alan Jackson,2168305190,90085724,269,0,2,08/11/2022 00:00:00,
624,Marco Antonio Solís,2167056600,686549494,201,0,5,07/31/2022 00:00:00,
625,WILLOW,2162026224,405412770,76,0,3,09/16/2022 00:00:00,
626,Ella Mai,2161392693,334957558,52,0,6,09/11/2022 00:00:00,
627,Marilyn Manson,2156699936,56980790,227,0,4,07/31/2022 00:00:00,
628,Joey Bada$$,2149110284,767949252,119,0,4,09/11/2022 00:00:00,
629,Lord Huron,2147142104,0,76,1,3,07/31/2022 00:00:00,
630,Sleeping At Last,2146420809,727285,298,0,5,08/01/2022 00:00:00,
631,Astrid S,2145022194,131055141,107,0,5,09/04/2022 00:00:00,
632,TKKG,2141387313,0,4398,0,0,07/31/2022 00:00:00,
633,Sido,2141006547,522502437,368,0,2,07/31/2022 00:00:00,
634,TOMORROW X TOGETHER,2136382863,0,69,0,6,09/10/2022 00:00:00,
635,Colbie Caillat,2133775510,126624751,105,0,4,09/15/2022 00:00:00,
636,Banda El Recodo,2127016589,2232807,601,0,3,08/01/2022 00:00:00,
637,Rascal Flatts,2124400562,53441983,248,0,5,07/31/2022 00:00:00,
638,Dolly Parton,2122503850,173626251,978,0,4,08/09/2022 00:00:00,
639,3 Doors Down,2122358023,631510,144,0,3,07/31/2022 00:00:00,
640,Wale,2117359552,1520275780,353,0,4,09/07/2022 00:00:00,
641,Moneybagg Yo,2117349736,1313168750,266,0,1,07/31/2022 00:00:00,
642,Electric Light Orchestra,2112872480,696381,305,0,4,07/31/2022 00:00:00,
643,Two Door Cinema Club,2112307879,1980119,142,0,4,08/12/2022 00:00:00,
644,Hardwell,2109914592,360947672,462,0,1,07/31/2022 00:00:00,
645,Brent Faiyaz,2107146096,905946624,63,0,7,07/31/2022 00:00:00,
646,Chase Atlantic,2105375619,11762990,75,0,4,07/31/2022 00:00:00,
647,Kontra K,2103318066,219924638,301,0,1,07/31/2022 00:00:00,
648,iann dior,2102922842,2291368890,55,0,5,07/31/2022 00:00:00,
649,Powfu,2092377791,186520817,73,1,1,07/31/2022 00:00:00,
650,Bethel Music,2092086801,0,312,0,0,07/31/2022 00:00:00,
651,JID,2089652973,797904614,70,0,4,09/07/2022 00:00:00,
652,Louis Tomlinson,2086972274,0,43,0,4,09/16/2022 00:00:00,
653,The Clash,2085949767,0,223,0,3,09/08/2022 00:00:00,
654,Noriel,2083887397,1469283474,94,0,4,07/31/2022 00:00:00,
655,gnash,2083638974,303083754,84,1,2,07/31/2022 00:00:00,
656,MC Kevinho,2082054602,296844156,74,0,5,07/31/2022 00:00:00,
657,David Bisbal,2078820031,432972620,248,0,4,08/03/2022 00:00:00,
658,Pharrell Williams,2077074226,6537561403,110,1,3,07/31/2022 00:00:00,
659,Gera MX,2071389389,527168213,184,0,1,08/28/2022 00:00:00,
660,Kacey Musgraves,2070185118,150866265,126,0,5,09/19/2022 00:00:00,
661,Luísa Sonza,2068349876,9401615,66,0,5,09/19/2022 00:00:00,
662,Leon Bridges,2064776224,809960704,78,0,5,07/31/2022 00:00:00,
663,Chief Keef,2064287110,625082456,575,0,5,09/18/2022 00:00:00,
664,Martin Jensen,2063060185,304861454,79,0,4,07/31/2022 00:00:00,
665,Stromae,2062404120,60545155,57,0,4,08/12/2022 00:00:00,
666,Annie Lennox,2062340171,9754428,306,0,3,09/02/2022 00:00:00,
667,Ruth B.,2057984888,0,48,0,5,07/31/2022 00:00:00,
668,NEFFEX,2056583318,824121,213,0,3,07/31/2022 00:00:00,
669,Duran Duran,2052957469,0,483,0,5,08/09/2022 00:00:00,
670,Jaden,2050432169,1460830445,110,0,2,07/31/2022 00:00:00,
671,Bing Crosby,2043924592,8462632,1345,0,7,07/31/2022 00:00:00,
672,Seeb,2043477578,1673715968,112,0,5,07/31/2022 00:00:00,
673,Ms. Lauryn Hill,2040646969,353528858,89,0,5,08/11/2022 00:00:00,
674,Arizona Zervas,2039690926,35697483,37,1,2,07/31/2022 00:00:00,
675,Santa Fe Klan,2039138179,541493142,217,0,5,08/18/2022 00:00:00,
676,Miracle Tones,2031004961,0,126,0,0,07/31/2022 00:00:00,
677,Regard,2029133220,0,42,1,4,07/31/2022 00:00:00,
678,Westlife,2026058221,39635,231,0,3,09/09/2022 00:00:00,
679,The Kooks,2024254904,0,249,0,5,09/11/2022 00:00:00,
680,Mike WiLL Made-It,2021477415,345422787,144,0,6,08/15/2022 00:00:00,
681,Elevation Worship,2019584095,22054975,255,0,2,07/31/2022 00:00:00,
682,Internet Money,2018584676,372681646,43,1,5,07/31/2022 00:00:00,
683,M83,2015140978,16290793,237,0,3,07/31/2022 00:00:00,
684,Portugal. The Man,2003183409,50754902,195,1,1,07/31/2022 00:00:00,
685,R. Kelly,2002013664,409379157,363,0,2,07/31/2022 00:00:00,
686,Saweetie,2000089741,595752335,73,0,4,09/01/2022 00:00:00,
687,Dilsinho,1996437258,411783927,195,0,5,09/12/2022 00:00:00,
688,Charlie Brown Jr.,1995556424,39048849,278,0,4,08/17/2022 00:00:00,
689,Ha*Ash,1989802115,490646007,131,0,4,09/01/2022 00:00:00,
690,Gwen Stefani,1988899782,1073941569,99,0,4,09/17/2022 00:00:00,
691,Mötley Crüe,1986516487,0,238,0,5,09/19/2022 00:00:00,
692,Jessie Reyez,1982350944,512534113,73,0,4,09/16/2022 00:00:00,
693,Owl City,1980070565,93709322,111,0,2,07/31/2022 00:00:00,
694,Apache 207,1977481576,126206018,46,0,5,07/31/2022 00:00:00,
695,Nekfeu,1977245131,518867756,98,0,0,08/20/2022 00:00:00,
696,Queens of the Stone Age,1973861331,0,140,0,5,07/31/2022 00:00:00,
697,Cosculluela,1973500286,1068089499,159,0,5,07/31/2022 00:00:00,
698,Keane,1971059662,607099,197,0,2,07/31/2022 00:00:00,
699,Tee Grizzley,1970417387,196499343,145,0,3,07/31/2022 00:00:00,
700,Ezhel,1969446772,194725091,64,0,3,09/08/2022 00:00:00,
701,Gigi D'Agostino,1961013546,1153536,423,1,3,07/31/2022 00:00:00,
702,DMX,1959946681,264430121,304,0,4,07/31/2022 00:00:00,
703,Bruno & Marrone,1959875993,230637427,428,0,2,07/31/2022 00:00:00,
704,Yung Gravy,1959097379,10002713,78,0,6,09/18/2022 00:00:00,
705,Desiigner,1955514520,548795846,55,1,2,07/31/2022 00:00:00,
706,Timmy Trumpet,1954597157,104577459,183,0,3,07/31/2022 00:00:00,
708,Thirty Seconds To Mars,1954498523,47931016,84,0,4,09/04/2022 00:00:00,
709,Denzel Curry,1952649461,528744853,137,0,4,09/06/2022 00:00:00,
710,Jay Chou,1951129090,28029086,327,0,0,07/31/2022 00:00:00,
711,Chelsea Cutler,1950899986,452181568,95,0,4,07/31/2022 00:00:00,
712,Alex Rose,1949166634,537789626,82,0,4,07/31/2022 00:00:00,
713,Olly Murs,1946478736,47818752,179,0,4,09/16/2022 00:00:00,
714,Vampire Weekend,1945573015,0,74,0,2,07/31/2022 00:00:00,
715,Miranda Lambert,1938843377,212318887,208,0,5,09/17/2022 00:00:00,
716,Santana,1933599979,276396587,714,0,4,07/31/2022 00:00:00,
717,The Goo Goo Dolls,1933399868,315062,279,1,3,09/07/2022 00:00:00,
718,Aloe Blacc,1930856165,251730315,217,0,4,07/31/2022 00:00:00,
719,Wham!,1930785286,861833,36,0,2,08/23/2022 00:00:00,
720,Willy William,1930491419,355230752,82,1,3,07/31/2022 00:00:00,
721,MAX,1929553352,143407145,144,0,5,09/10/2022 00:00:00,
722,Dierks Bentley,1923717525,173377106,153,0,6,08/01/2022 00:00:00,
723,The Who,1923165495,0,881,0,6,09/11/2022 00:00:00,
724,Granular,1919564121,0,574,0,2,07/31/2022 00:00:00,
725,Stefflon Don,1914806534,345633899,86,0,6,08/18/2022 00:00:00,
726,La Oreja de Van Gogh,1912311819,66113877,183,0,3,07/31/2022 00:00:00,
727,OMI,1908116986,131136335,45,1,2,07/31/2022 00:00:00,
